Pt,Rate_wRIS_n1,Rate_wRIS_n2,Rate_wRIS_f,Rate_woRIS_n1,Rate_woRIS_n2,Rate_woRIS_f
0.25316455696202667,1.8704745622025876,1.6336020546594823,0.024990649165691322,1.5587292000752175,1.3094660787494325,0.0004399418659310335
1.0759493670886116,1.8777893408924384,1.635266762908925,0.03001268161193575,1.5648248508098972,1.3150364323987358,0.0005316400297477607
1.8987341772151964,1.8841270364620533,1.6366781159048183,0.03600032742986086,1.5701062653163607,1.31982971412809,0.000642433787211178
2.721518987341774,1.8896071996969688,1.637872370313701,0.043121322594692015,1.5746730692927717,1.3239406460993794,0.0007762917395811536
3.544303797468359,1.8943372110857526,1.6388810519944146,0.0515655171833454,1.5786147465181246,1.327455286428523,0.0009380036292111185
4.367088607594937,1.8984129896205129,1.6397314816469142,0.06154515645765708,1.5820112295194135,1.330451170831122,0.0011333485700720093
5.189873417721522,1.901919782141166,1.640447262395259,0.07329409365219046,1.584933557358809,1.3329976438441569,0.0013692969791134206
6.012658227848107,1.904932996096644,1.641048726843756,0.08706558906253753,1.5874445696017447,1.3351563193177525,0.001654252609024324
6.835443037974684,1.9075190461883,1.6415533426678361,0.10312835130738386,1.589599611853555,1.3369816197019384,0.0019983421367983124
7.658227848101269,1.9097361922727105,1.6419760772626153,0.12176052320146973,1.5914472340122898,1.338521355011344,0.002413760912987968
8.481012658227854,1.9116353518797853,1.6423297231723077,0.14324141878199317,1.5930298673675982,1.339817313153057,0.002915184691762284
9.303797468354432,1.9132608755207667,1.642625186854842,0.16784098597769745,1.594384470691147,1.3409058422906153,0.003520258382750005
10.126582278481017,1.9146512765890202,1.6428717437904652,0.1958071975683046,1.5955431384876537,1.3418184126605595,0.0042501739930616055
10.949367088607602,1.9158399102992048,1.6430772630841108,0.22735184496819666,1.5965336667778556,1.3425821499215562,0.005130350805671635
11.77215189873418,1.9168555981164488,1.6432484046336113,0.26263549500170563,1.5973800734564367,1.3432203351634504,0.006191231233228403
12.594936708860764,1.917723195834052,1.6433907917335258,0.30175262825102006,1.5981030716903517,1.343752868660601,0.007469205352775424
13.417721518987342,1.9184641050616327,1.6435091617324438,0.3447181625985634,1.598720496159151,1.344196695766901,0.009007675387711814
14.240506329113927,1.9190967293986512,1.6436074971092027,0.39145663425661126,1.5992476831997524,1.3445661943289315,0.010858267709746938
15.063291139240512,1.9196368778784276,1.643689139105707,0.44179523036997836,1.5996978070099304,1.3448735238121448,0.013082193440687635
15.88607594936709,1.9200981192436222,1.6437568858579834,0.4954616324131855,1.6000821748780025,1.3451289370610837,0.0157517483923294
16.708860759493675,1.9204920911939543,1.643813076799006,0.5520872539632126,1.6004104848893586,1.345341056252872,0.01895192766830579
17.53164556962026,1.9208287689670627,1.6438596649585844,0.6112159814227119,1.600691049743928,1.3455171151315601,0.022782108461177154
18.354430379746837,1.9211166975780314,1.6438982786492073,0.6723180129876738,1.6009309902891835,1.3456631700068362,0.027357725227543896
19.177215189873422,1.9213631918683058,1.6439302738963955,0.7348079097335474,1.6011364022276289,1.345784282254018,0.03281182379013325
20.0,1.9215745082848044,1.6439567788449836,0.798065589286624,1.6013124992661039,1.3458846751683993,0.03929633524783017
